CmpdID,neuSmi,y,src
cid7858,C=CCO,0,Tox21
cid8588,CCn1c2ccccc2c2cc(N)ccc21,0,Tox21
cid74195,CC(C)(C)c1ccc(-c2ccc(C(C)(C)C)cc2)cc1,0,Tox21
cid14236,CCCC[Sn](Cl)(Cl)Cl,0,Tox21
cid7169,O=C(Oc1ccccc1)c1ccccc1,0,Tox21
cid8182,CCCCCCCCCCCC,0,Tox21
cid17318,C=C(C)C(=O)OCCC[Si](OC)(OC)OC,0,Tox21
cid5281168,CCC/C=C/C=O,0,Tox21
cid82227,CC1=CC[C@@H]2C[C@H]1C2(C)C,0,Tox21
cid5987,NS(=O)(=O)O,0,Tox21
cid16850,O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21,0,Tox21
cid65360,C=CC(=O)NC(C)(C)CS(=O)(=O)O,0,Tox21
cid83656,CCc1cc(Cc2cc(CC)c(N)c(CC)c2)cc(CC)c1N,0,Tox21
cid8452,O=C1CCCC1,0,Tox21
cid8285,OCC(CO)(CO)CO,0,Tox21
cid6437875,CC/C(=C\C(=N/O)C(N)=O)C(C)[N+](=O)[O-],0,Tox21
cid59086459,CS(=O)(=O)c1ccc([C@@H](CC2CCCC2)C(=O)Nc2cnccn2)cc1Cl,0,Tox21
cid7979,C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C,0,Tox21
cid14642,CCCCCCCCOC(=O)c1ccc(O)cc1,0,Tox21
cid108242,CC(=O)C1(C)CC2=C(CCCC2(C)C)CC1C,0,Tox21
cid3437714,CC1=CC2C3CC(C=C3C)C2C1,0,Tox21
cid173058,COC(=O)[C@]1(C)CCC[C@]2(C)[C@H]3CCC(C(C)C)=CC3=CC[C@@H]12,0,Tox21
cid79414,O=C(c1ccccc1)C1CCC1,0,Tox21
cid25015,C[C@]12C=CC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@H]2O,0,Tox21
cid8314,CCC(C)C(=O)O,0,Tox21
cid8858,CC(=O)C=C(C)C,0,Tox21
cid26955,CC(=O)C=CC1=C(C)CCCC1(C)C,0,Tox21
cid326,CC(C)c1ccc(C=O)cc1,0,Tox21
cid5759,O=C(O)c1c(Cl)ccc(Cl)c1Cl,0,Tox21
cid7931,Cc1cccc(Cl)c1,0,Tox21
cid66117,NNC(=O)CCCCC(=O)NN,0,Tox21
cid8375,CC(=O)c1ccccc1O,0,Tox21
cid6433944,CC/C=C\C#N,0,Tox21
cid8010,N#CCC#N,0,Tox21
cid8617,O=C(O)CCCc1c[nH]c2ccccc12,0,Tox21
cid24261,O=[Si]=O,0,Tox21
cid13254,Oc1ccc(Oc2ccccc2)cc1,0,Tox21
cid757,O=C(O)CO,0,Tox21
cid6872,O=C(Nc1ccccc1)c1ccccc1O,0,Tox21
cid11972,CC(=O)Nc1ccccc1O,0,Tox21
cid12542,NC(=O)CF,0,Tox21
cid6385,CC(C)(C)N,0,Tox21
cid2723949,CC(N)=S,0,Tox21
cid4,CC(O)CN,0,Tox21
cid7122,CC(=O)c1ccc2ccccc2c1,0,Tox21
cid807,II,0,Tox21
cid1136,Cc1ncsc1CCO,0,Tox21
cid14284,CN(C)c1ccncc1,0,Tox21
cid23540,CN(C)c1ccc(SC#N)cc1,0,Tox21
cid77487,COC(=O)CCC(=O)O,0,Tox21
cid23537,CC(=O)Nc1ccc(C)c(Cl)c1,0,Tox21
cid12296,CC(C)CCCO,0,Tox21
cid7483,CNc1ccc([N+](=O)[O-])cc1,0,Tox21
cid8030,c1ccsc1,0,Tox21
cid643833,Cl/C=C\Cl,0,Tox21
cid76985,CSc1ccc(C=O)cc1,0,Tox21
cid21660,O=C(OCC1CO1)C1CCCCC1C(=O)OCC1CO1,0,Tox21
cid6113,CCOS(C)(=O)=O,0,Tox21
cid13594,O=C1C=CCCC1,0,Tox21
cid13676,CCOP(=S)(CC)Sc1ccccc1,0,Tox21
cid6396,C[Si](C)(C)C,0,Tox21
cid31284,CCCCCCCCCCCCCC(=O)OC,0,Tox21
cid62449,CO[Si](CCCCl)(OC)OC,0,Tox21
cid18170,N#CSCc1ccccc1,0,Tox21
cid67955,CNc1ncnc2nc[nH]c12,0,Tox21
cid11138,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,0,Tox21
cid7498,BrCc1ccccc1,0,Tox21
cid642197,ClC/C=C/CCl,0,Tox21
cid6537505,CC1=C2[C@H](/C=C(\C)C(=O)O)CC[C@@H](C)[C@H]2[C@H](O)C1,0,Tox21
cid3543259,O=c1[nH][nH]c(=O)c2cc([N+](=O)[O-])ccc12,0,Tox21
cid11137,O=[N+]([O-])c1cccc(O)c1,0,Tox21
cid6561,CC(C)C=O,0,Tox21
cid6571,CC(=O)CCl,0,Tox21
cid6510,CCC(CO)(CO)CO,0,Tox21
cid14896,C=C1CCC2CC1C2(C)C,0,Tox21
cid18050,COC(=O)CCS,0,Tox21
cid15313,CCc1ccc(Br)cc1,0,Tox21
cid5281707,O=c1oc2cc(O)ccc2c2oc3cc(O)ccc3c12,0,Tox21
cid27655,O=C(O)CC(Cl)C(=O)O,0,Tox21
cid7521,C=Cc1ccccn1,0,Tox21
cid8102,CCCCCCN,0,Tox21
cid15439,C=CCCCCCCC=C,0,Tox21
cid19920,CC(C)OCC1CO1,0,Tox21
cid5943,ClC(Cl)(Cl)Cl,0,Tox21
cid22710,O=Cc1ccc(Cl)c(Cl)c1,0,Tox21
cid6569,CCC(C)=O,0,Tox21
cid5391,CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21,0,Tox21
cid8924,NCCCCCCNCCCCCCN,0,Tox21
cid75103,CC(CO)CO,0,Tox21
cid6861,NC(=O)Cc1cccc2ccccc12,0,Tox21
cid12694,NC(=O)C(Cl)Cl,0,Tox21
cid7557,CC(C=O)=Cc1ccccc1,0,Tox21
cid8143,CCCCCCCCN,0,Tox21
cid28503,ICCc1ccccc1,0,Tox21
cid12443,O=C1OC(=O)c2c(Br)c(Br)c(Br)c(Br)c21,0,Tox21
cid6584,COC(C)=O,0,Tox21
cid7248,Cc1ccc(N)cc1C,0,Tox21
cid6416,CC(=O)C(C)(C)C,0,Tox21
cid6818,CCCCOC(=O)c1ccccc1C(=O)OCC(CC)CCCC,0,Tox21
cid9005,COC(OC)OC,0,Tox21
cid91538,COC1CCC=CO1,0,Tox21
cid22833389,CCCCCCCCCCCC(=O)OC[C@@H](O)[C@H]1OC[C@H](OCCO)[C@H]1OCCO,0,Tox21
cid21694,O=[N+]([O-])c1ccc2ccc3cccc4ccc1c2c34,0,Tox21
cid6557,C=CC(=C)C,0,Tox21
cid7595,O=C(Nc1ccccc1)Nc1ccccc1,0,Tox21
cid8247,CC(=O)NNc1ccccc1,0,Tox21
cid15752,Nc1c(Br)cc([N+](=O)[O-])cc1[N+](=O)[O-],0,Tox21
cid5281034,C[C@]12C/C(=C/O)C(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,0,Tox21
cid11346,CC(=O)c1ccccc1[N+](=O)[O-],0,Tox21
cid3894848,Nc1cc(Cl)c([N+](=O)[O-])cc1O,0,Tox21
cid6591,ClC(Cl)C(Cl)Cl,0,Tox21
cid7260,Cc1ccc(Cl)cc1N,0,Tox21
cid4890,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC1CC1,0,Tox21
cid61017,CC(C)(C)CC(C)(C)N,0,Tox21
cid7022,Nc1ccc2cc(S(=O)(=O)O)cc(O)c2c1,0,Tox21
cid9635,FC(F)(F)C(Cl)(Cl)Cl,0,Tox21
cid90960,CC(CC(=O)O)CC(C)(C)C,0,Tox21
cid64961,c1ccc2c(c1)[nH]c1cnccc12,0,Tox21
cid7607,O=C=Nc1ccc(Cl)c(Cl)c1,0,Tox21
cid8373,Cc1ccccc1C(=O)O,0,Tox21
cid29872,Nc1nc2c(Cl)cccc2s1,0,Tox21
cid20750,CC=CCC#N,0,Tox21
cid11505,Cc1ccc(CO)cc1,0,Tox21
cid12576,NC(=O)c1cccc([N+](=O)[O-])c1,0,Tox21
cid6633,Cc1ccc(S(=O)(=O)NC2CCCCC2)cc1,0,Tox21
cid8258,C#CC(C)(C)O,0,Tox21
cid10723,OC1CCCc2ccccc21,0,Tox21
cid81313,CCCOCCOCCO,0,Tox21
cid78771,CCO[Si](CCCCl)(OCC)OCC,0,Tox21
cid72884,CC(=O)NNC(C)=O,0,Tox21
cid16741,S=C=NCCc1ccccc1,0,Tox21
cid7666,BrCCc1ccccc1,0,Tox21
cid8390,Cc1ccc(N)cc1[N+](=O)[O-],0,Tox21
cid21013,Oc1cc(Cl)c(Cl)c(Cl)c1Cl,0,Tox21
cid6440556,CC1(C)[C@H](/C=C(\Cl)C(F)(F)F)[C@@H]1C(=O)O[C@H](C#N)c1cccc(Oc2ccccc2)c1,0,Tox21
cid5284499,CCCCCCCC/C=C\CCCCCCCCO,0,Tox21
cid222536,CC(=O)OC(C)OC(C)=O,0,Tox21
cid26690,CCCCCCCCCC(=O)N(C)C,0,Tox21
cid23194,CCCCCCCCCCCc1ccccc1,0,Tox21
cid16682740,CCCC[Sn](CCCC)(OC(C)=O)OC(C)=O,0,Tox21
cid7684,CC(=O)Nc1ccc(C)cc1,0,Tox21
cid8438,O=Cc1ccc2c(c1)OCO2,0,Tox21
cid16449,Brc1cccc(-c2ccccc2)c1,0,Tox21
cid5743,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,0,Tox21
cid11671,CC(C)(O)C(=O)O,0,Tox21
cid12748,Cc1cscn1,0,Tox21
cid7509,SCc1ccccc1,0,Tox21
cid31432,CC(C)(C)C(=O)C(Cl)Cl,0,Tox21
cid12342,O=CNNC=O,0,Tox21
cid7726,O=Cc1ccc(Cl)cc1,0,Tox21
cid8502,O=C(Cl)c1ccc([N+](=O)[O-])cc1,0,Tox21
cid16659,Clc1nc2ccccc2nc1Cl,0,Tox21
cid10453,C=CC(C)(O)CCCC(C)CCCC(C)CCCC(C)C,0,Tox21
cid11746,O=C(O)C(Br)CBr,0,Tox21
cid6279,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,0,Tox21
cid6811,O=C1OC(=O)c2ccccc21,0,Tox21
cid7369,O=S(=O)(Cl)c1ccccc1,0,Tox21
cid5793,OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,0,Tox21
cid7734,CCc1ccc(CC)cc1,0,Tox21
cid12017,CCC(Cl)CCl,0,Tox21
cid6490,CC(C)C(=O)OCC(C)(C)C(O)C(C)C,0,Tox21
cid61020,CC(C)=CC=O,0,Tox21
cid7597,O=C(Oc1ccccc1)Oc1ccccc1,0,Tox21
cid7748,CCOC(=O)CBr,0,Tox21
cid31296,ClC(Br)Br,0,Tox21
cid5811,O=C(O)c1cc(Cl)cc(Cl)c1,0,Tox21
cid7407,C=C(C)c1ccccc1,0,Tox21
cid7354,C=C(C)C(=O)OCCCC,0,Tox21
cid7757,COC(=O)CC(C)=O,0,Tox21
cid75471,CC1(C)CC(O)CC(C)(C)N1,0,Tox21
cid3226,FC(F)OC(F)(F)C(F)Cl,0,Tox21
cid72,O=C(O)c1ccc(O)c(O)c1,0,Tox21
cid25608,Clc1ccc(C(Cl)(Cl)Cl)cc1Cl,0,Tox21
cid32346,NC(=O)Nc1nc2ccccc2[nH]1,0,Tox21
cid4276,C=CCc1cc(OC)c2c(c1)OCO2,0,Tox21
cid61410,C=CCOC(=O)CCCCCCCC,0,Tox21
cid13432,Cc1ccc2ccccc2c1[N+](=O)[O-],0,Tox21
cid99953,CCCCCCCCCOCC1CO1,0,Tox21
cid8085,CC(C)CNCC(C)C,0,Tox21
cid12989,CCOCCC(=O)OCC,0,Tox21
cid36081,CC(=O)OC1CCC(C(C)(C)C)CC1,0,Tox21
cid24287,Cl[Sn](Cl)(Cl)Cl,0,Tox21
cid7819,C=CC(=O)OCC(C)C,0,Tox21
cid25833,CCC=CC#N,0,Tox21
cid7529,C=Cc1cccc(C)c1,0,Tox21
cid10704,Cc1ccccc1C(N)=O,0,Tox21
cid11859,Oc1cc(Cl)c(Cl)c(Cl)c1,0,Tox21
cid5558,BrC(Br)Br,0,Tox21
cid6969,O=C1NC(=O)c2cc([N+](=O)[O-])ccc21,0,Tox21
cid10486,CC(C)(C)Cl,0,Tox21
cid6514,O=C(O)CCS,0,Tox21
cid13381,C=CCCCCCCCC,0,Tox21
cid92321,CN1C(=O)c2ccc([N+](=O)[O-])cc2C1=O,0,Tox21
cid12089,NNc1ccc(C(=O)O)cc1,0,Tox21
cid16097,Cc1cccc([N+](=O)[O-])c1C(=O)O,0,Tox21
cid9253,C1CCCC1,0,Tox21
cid10797,Cc1ccco1,0,Tox21
cid11899,O=[N+]([O-])c1ccc(Cl)cc1Cl,0,Tox21
cid6365,CC(Cl)Cl,0,Tox21
cid442495,CC(C)=C1CC[C@@H](C)CC1=O,0,Tox21
cid7834,CCC1CO1,0,Tox21
cid8112,NCCNCCO,0,Tox21
cid61032,COCCC#N,0,Tox21
cid2723942,O=C(O)C[C@H](NC(=O)OCc1ccccc1)C(=O)O,0,Tox21
cid3035467,CCC(OCCCOC)OC(C)=O,0,Tox21
cid1910825,CCCCN(CCCC)c1ccc(C(=O)c2ccccc2C(=O)O)c(O)c1,0,Tox21
cid3727,NC(=O)CI,0,Tox21
cid8794,N#CCc1ccccc1,0,Tox21
cid18177,N#CC(Cl)Cl,0,Tox21
cid11954,CNC(=O)c1ccccc1,0,Tox21
cid6397,C[Si](C)(C)Cl,0,Tox21
cid7044,C1CCC2CCCCC2C1,0,Tox21
cid5378708,CCCCCCCC/C=C\CCCCCCCC(=O)OCCOC(=O)CCCCCCC/C=C\CCCCCCCC,0,Tox21
cid5364509,CCCCCCCC/C=C\CCCCCCCC(=O)OC,0,Tox21
cid8151,N#CCCSCCC#N,0,Tox21
cid62477,C=CC(OCC)OCC,0,Tox21
cid15074,NC(=O)c1ccncc1,0,Tox21
cid5576,CN1C(=O)OC(C)(C)C1=O,0,Tox21
cid7949,Cc1cc(C)cc(N)c1,0,Tox21
cid15132,Cc1cccc2sc(N)nc12,0,Tox21
cid18502,O=C=NC1CCCCC1,0,Tox21
cid24883,ClC=CCCl,0,Tox21
cid2537,CC12CCC(CC1=O)C2(C)C,0,Tox21
cid7062,CCN(CC)c1cccc(O)c1,0,Tox21
cid24723,CCOP(=O)(OCC)SCCSCC,0,Tox21
cid8037,CN(C)CCN(C)C,0,Tox21
cid5281116,CCCCCCCC/C=C\CCCCCCCCCCCC(=O)O,0,Tox21
cid74348,CN(C)CCOCCO,0,Tox21
cid50516,CC(C)C(Nc1ccc(C(F)(F)F)cc1Cl)C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,0,Tox21
cid115089,OC[C@H](Cc1cccc(O)c1)[C@H](CO)Cc1cccc(O)c1,0,Tox21
cid8003,CCCCC,0,Tox21
cid15206,OCC(CBr)(CBr)CBr,0,Tox21
cid18604,CCCCCCCCCCCCC1CO1,0,Tox21
cid21622,COc1cccc2sc(N)nc12,0,Tox21
cid24314,CC(C)(C)OCC1CO1,0,Tox21
cid7101,Brc1ccc(-c2ccccc2)cc1,0,Tox21
cid47491,COc1nc(C)nc(NC(=O)NS(=O)(=O)c2ccccc2Cl)n1,0,Tox21
cid30623,CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,0,Tox21
cid16990,Clc1cc(Cl)c(Cl)nc1Cl,0,Tox21
cid11387,Cc1ccc2cc(C)ccc2c1,0,Tox21
cid19463,CCN(O)CC,0,Tox21
cid7487,CC(=O)c1ccc([N+](=O)[O-])cc1,0,Tox21
cid7503,ClCc1ccccc1,0,Tox21
cid7526,O=NN1CCCCC1,0,Tox21
cid700999,S=C(Nc1ccccc1)Nc1ccccc1,0,Tox21
cid13931,C=CCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O,0,Tox21
cid7671,O=CNc1ccccc1,0,Tox21
cid307,O=CC=Cc1ccccc1,0,Tox21
cid7737,O=Nc1ccc(NO)cc1,0,Tox21
cid7765,CCOC(C)OCC,0,Tox21
cid61527,CC(=O)c1cc(C)oc1C,0,Tox21
cid7835,ClCC1CO1,0,Tox21
cid7918,CC(=O)OC(C)=O,0,Tox21
cid7950,Clc1cc(Cl)cc(Cl)c1,0,Tox21
cid8004,C=CCCC,0,Tox21
cid8031,CC(C)(O)CCC(C)(C)O,0,Tox21
cid8061,CCCCC#N,0,Tox21
cid14223,O=NN(CCO)CCO,0,Tox21
cid8147,ClCCOCOCCCl,0,Tox21
cid7494,O=[N+]([O-])c1ccc(CCO)cc1,0,Tox21
cid8374,O=C(O)c1ccccc1Cl,0,Tox21
cid8394,O=c1[nH]ncc2ccccc12,0,Tox21
cid8443,CC(=O)Nc1ccccc1C,0,Tox21
cid31217,c1ccc(OCC2CO2)cc1,0,Tox21
cid26132,CC(=O)c1ccc(Cl)c(Cl)c1Cl,0,Tox21
cid8855,CCCC(=O)Cl,0,Tox21
cid27054,O=[N+]([O-])c1ccccc1CCO,0,Tox21
cid27582,Oc1ccc(Cl)c(Cl)c1Cl,0,Tox21
cid7515,CNc1ccccc1,0,Tox21
cid15660,NC1CCC(CC2CCC(N)CC2)CC1,0,Tox21
cid62725,CC(C)Cc1nccs1,0,Tox21
cid30231,COc1ccc(CCC(=O)c2c(O)cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)cc2O)cc1O,0,Tox21
cid15588,O=C(O)c1cc(/N=N/c2ccc([N+](=O)[O-])cc2)ccc1O,0,Tox21
cid16993,CCCCCCCCC1CO1,0,Tox21
cid17111,C=CC(=O)OCCN(C)C,0,Tox21
cid7546,Oc1cccc(Nc2ccccc2)c1,0,Tox21
cid18510,C=C(C)C(=O)OCCCCCCCCCC,0,Tox21
cid6440940,CC1=C2[C@H](/C=C(\C)C(=O)O)CC[C@@H](C)[C@H]2CC1,0,Tox21
cid6439929,C/C=C1/C(=O)C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,0,Tox21
cid1548943,COc1cc(CNC(=O)CCCC/C=C/C(C)C)ccc1O,0,Tox21
cid20138,CC=CC=O,0,Tox21
cid6028739,C/C=C(/C)C#N,0,Tox21
cid78392,O=C(Cl)c1c(Cl)cccc1Cl,0,Tox21
cid5758,O=C(O)c1c(Cl)cccc1Cl,0,Tox21
cid5784,O=C(O)c1cc(Cl)ccc1Cl,0,Tox21
cid5817,O=C(O)c1ccc(Cl)c(Cl)c1,0,Tox21
cid10721,Cc1ccccc1C#N,0,Tox21
cid447,O=C(O)c1cccc(Cl)c1,0,Tox21
cid230976,O=C1OC(=O)c2cc([N+](=O)[O-])ccc21,0,Tox21
cid11245,CC=C(Cl)Cl,0,Tox21
cid4064,CCCC(C)(COC(N)=O)COC(N)=O,0,Tox21
cid11356,Cc1ccc([N+](=O)[O-])c(N)c1,0,Tox21
cid11560,Cc1cccc(Br)c1,0,Tox21
cid11584,C=CCOC(C)=O,0,Tox21
cid11673,CC(C)(Cl)[N+](=O)[O-],0,Tox21
cid11750,CCC(Cl)[N+](=O)[O-],0,Tox21
cid11875,O=C(Cl)c1ccccc1[N+](=O)[O-],0,Tox21
cid11910,Cc1cccc2cccnc12,0,Tox21
cid12018,OCC(Cl)CCl,0,Tox21
cid12091,NC(=O)c1ccc([N+](=O)[O-])cc1,0,Tox21
cid22586,Cc1cc(Nc2ccc(O)cc2)ccc1N,0,Tox21
cid6115,Nc1ccccc1,0,Tox21
cid12302,CCCC[N+](=O)[O-],0,Tox21
cid12364,NC(=O)CCCCC(N)=O,0,Tox21
cid12512,CCOC(C)(C)C,0,Tox21
cid5356785,C(=C\c1ccccc1)\c1ccccc1,0,Tox21
cid106729,C=CCOC(=O)COCCC(C)C,0,Tox21
cid6264,O=[N+]([O-])c1ccc(F)c([N+](=O)[O-])c1,0,Tox21
cid6332,CCBr,0,Tox21
cid6358,CC(C)Br,0,Tox21
cid6366,C=C(Cl)Cl,0,Tox21
cid6403,CCC(C)(C)C,0,Tox21
cid61207,CC(C)(C)OC=O,0,Tox21
cid13032,CC(C)Nc1ccccc1,0,Tox21
cid6534,CCOP(=O)(CC)OCC,0,Tox21
cid6564,CC(Cl)CCl,0,Tox21
cid6570,C=CC(C)=O,0,Tox21
cid6588,BrC(Br)C(Br)Br,0,Tox21
cid398,CC(C)[N+](=O)[O-],0,Tox21
cid6637,CCNS(=O)(=O)c1ccc(C)cc1,0,Tox21
cid6658,C=C(C)C(=O)OC,0,Tox21
cid157882,CO[Si](CCCNCCC[Si](OC)(OC)OC)(OC)OC,0,Tox21
cid6894,Cc1c(N)cccc1Cl,0,Tox21
cid6974,Cc1ccc(C)c([N+](=O)[O-])c1,0,Tox21
cid6996,O=Cc1ccccc1Cl,0,Tox21
cid7046,c1ccc2c(c1)CCNC2,0,Tox21
cid7098,CCN(Cc1ccccc1)c1ccccc1,0,Tox21
cid7102,Nc1ccc(-c2ccccc2)cc1,0,Tox21
cid13610,N#CC1(O)CCCCC1,0,Tox21
cid7236,Cc1ccccc1Br,0,Tox21
cid7250,Cc1ccc(N)c(C)c1,0,Tox21
cid7262,Nc1cc(Cl)ccc1Cl,0,Tox21
cid7280,ClCC(Br)CBr,0,Tox21
cid7301,CC1CCCO1,0,Tox21
cid7374,FC(F)(F)c1cccc(Cl)c1,0,Tox21
cid7423,Nc1cccc([N+](=O)[O-])c1,0,Tox21
cid7441,Cc1cc([N+](=O)[O-])ccc1N,0,Tox21
cid7499,C=CC1CC=CCC1,0,Tox21
cid7838,C=CCOCC1CO1,0,Tox21
cid11659,ClC(Cl)(Br)Br,0,Tox21
cid54960,COC(=O)c1ccccc1CS(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,0,Tox21
cid91604,CC(C)(O)CCCC1=CCC(C=O)CC1,0,Tox21
cid8809,CC(COc1ccc(C(C)(C)C)cc1)OS(=O)OCCCl,0,Tox21
cid440917,C=C(C)[C@H]1CC=C(C)CC1,0,Tox21
cid6428,FC(F)(Cl)C(F)(Cl)Cl,0,Tox21
cid6563,CCC(C)Cl,0,Tox21
cid10452,C1CSCCS1,0,Tox21
cid7923,O=C1C=CC(=O)O1,0,Tox21
cid1091,O=[Se](O)O,0,Tox21
cid11733,CC(Cl)C(Cl)Cl,0,Tox21
cid3024,BrCBr,0,Tox21
cid6942,NC(=O)c1ccccc1N,0,Tox21
cid31261,CC(=O)CC(C)=O,0,Tox21
cid13360,C=C(C)C(=O)OCCO,0,Tox21
cid3305,CC(O)(P(=O)(O)O)P(=O)(O)O,0,Tox21
cid8148,CCCCNCCCC,0,Tox21
cid8071,COCCOC,0,Tox21
cid34763,C=C(C)C(=O)OCCCCCCCC(C)C,0,Tox21
cid11666,ClSC(Cl)(Cl)Cl,0,Tox21
cid6417,CC(C)(C)C(=O)O,0,Tox21
cid6788,CCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCC,0,Tox21
cid6935,Cc1cc(S(=O)(=O)O)c(N)cc1Cl,0,Tox21
cid7027,O=C1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,0,Tox21
cid64947,CO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,0,Tox21
cid7412,O=C(Cl)c1ccccc1,0,Tox21
cid7568,O=[N+]([O-])c1ccc(Oc2ccc([N+](=O)[O-])cc2)cc1,0,Tox21
cid7735,OCC1CCC(CO)CC1,0,Tox21
cid7764,CCOC(=O)CC#N,0,Tox21
cid7868,C=C(C)CC(C)(C)C,0,Tox21
cid8110,CCCCN=C=O,0,Tox21
cid8265,O=C1OC(=O)C2C1C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,0,Tox21
cid8472,COP(OC)OC,0,Tox21
cid8946,CC(C)C(O)C(C)(C)CO,0,Tox21
cid5283387,CCCCCCCC/C=C\CCCCCCCC(N)=O,0,Tox21
cid10401,O=C1CCCCCO1,0,Tox21
cid10724,O=C1CCCc2ccccc21,0,Tox21
cid11040,COC(=O)C(C)O,0,Tox21
cid69027,COC(=O)C(C)(C)C,0,Tox21
cid12053,CC(C)(O)c1ccccc1,0,Tox21
cid12374,OCCCCCCO,0,Tox21
cid15122,ClCC=CCCl,0,Tox21
cid70324,CC(C)(C)c1ccc(C=O)cc1,0,Tox21
cid14456,CO[Si](C)(OC)OC,0,Tox21
cid15290,SC1CCCCC1,0,Tox21
cid6327116,O=[P+](O)c1ccccc1,0,Tox21
cid17043,CCCCCCCCCCCCCCCl,0,Tox21
cid62475,C1=CCC2CC=CC2C1,0,Tox21
cid78501,CC(CO)(CO)C(=O)O,0,Tox21
cid23368,CC(C)OC(=O)CCCCC(=O)OC(C)C,0,Tox21
cid9568808,CC/C(C)=N/O[Si](C)(O/N=C(\C)CC)O/N=C(\C)CC,0,Tox21
cid33263,CCC(C)(C)c1cc(-n2nc3ccccc3n2)c(O)c(C(C)(C)CC)c1,0,Tox21
cid33934,CC(C)CCCCCOC(=O)c1ccccc1C(=O)OCCCCCC(C)C,0,Tox21
cid94483,CC(C)(c1ccc(Oc2ccc3c(c2)C(=O)OC3=O)cc1)c1ccc(Oc2ccc3c(c2)C(=O)OC3=O)cc1,0,Tox21
cid114129,C=CC(C)(C)CC(=O)OC,0,Tox21
cid7112,Oc1ccc(-c2ccc(O)cc2)cc1,0,Tox21
cid7892,CCCC(C)C,0,Tox21
cid67151,OCCN1CCN(CCO)CC1,0,Tox21
cid12160,CCc1ccc(C)cc1,0,Tox21
cid13602,Cc1cccc[n+]1[O-],0,Tox21
cid15348,Cc1ccc(N)nc1,0,Tox21
cid75498,O=C(c1ccc2c(c1)C(=O)OC2=O)c1ccc2c(c1)C(=O)OC2=O,0,Tox21
cid18062,CC(C)(O)c1ccc(C(C)(C)O)cc1,0,Tox21
cid2723856,CC[C@@H](N)CO,0,Tox21
cid82029,C[N+]1([O-])CCOCC1,0,Tox21
cid117915,COc1ccc(Br)c(C)c1,0,Tox21
cid77080,CCCCCCCC[Sn](Cl)(Cl)CCCCCCCC,0,Tox21
cid1118,O=S(=O)(O)O,0,Tox21
cid24648,O=S(=O)(Cl)Cl,0,Tox21
cid174174,CN1[C@H]2CC[C@@H]1CC(OC(=O)C(CO)c1ccccc1)C2,0,Tox21
cid10133,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O,0,Tox21
cid14500,ON=C1CCCC1,0,Tox21
cid6673,C1C2OC2C2C1C1CC2C2OC12,0,Tox21
cid14075,O=S1(=O)OCCO1,0,Tox21
cid77342,O=S1OCCO1,0,Tox21
cid20240,CC(C)COC(=O)c1ccc(O)cc1,0,Tox21
cid5922,O=C(O)c1ccncc1,0,Tox21
cid7955,Nc1nc(N)nc(N)n1,0,Tox21
cid13622,COc1cccc(O)c1O,0,Tox21
cid7409,CC(O)c1ccccc1,0,Tox21
cid11945,O=[N+]([O-])c1ccc2ncccc2c1,0,Tox21
cid4763,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,0,Tox21
cid6956,NC(=O)c1ccccc1C(N)=O,0,Tox21
cid12867,CC(C)(C)C1=CC(=O)C=C(C(C)(C)C)C1=O,0,Tox21
cid13203,O=C1CCCCC1Cl,0,Tox21
cid67299,Oc1cc(O)c(Cl)cc1Cl,0,Tox21
cid11701,CC(C)(CC(=O)O)C(=O)O,0,Tox21
